Year,Date,Date_Ref,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,Sub-Measure,Variable,Geographic_Requirements,Geographic_Requirements_Text,Age_Requirements,Age_Requirements_Text,RQUIT_Requirements,RQUIT_Requirements_Text,Insurance_Requirements,Insurance_Requirements_Text,Pregnancy_Requirements,Pregnancy_Requirements_Text,Other_Requirements,Other_Requirements_Text,Unlimited_Sessions_Offered,Number_of_Sessions_Offered,Comments,GeoLocation,TopicTypeId,TopicId,MeasureID,SOURCE,SubMeasureID,DisplayOrder
2015,3,Jul-Sep,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,3,,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,1,Jan-Mar,AK,Alaska,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,18 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(64.84507995700051, -147.72205903599973)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,6,Jan-Jun,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Behavioral Health,Yes,Resident of state,No,,No,,Yes,Insured but with no cessation benefits,No,,No,,No,7,Participants with a self reported BH diagnosis,"(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,4,Oct-Dec,MD,Maryland,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(39.29058096400047, -76.60926011099963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,2,Apr-Jun,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Select special population groups,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,Yes,Select special population groups,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,2,Apr-Jun,NM,New Mexico,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,5,Participants can call in for additional support,"(34.52088095200048, -106.24058098499967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,3,Jul-Sep,MS,Mississippi,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,12,,"(32.745510099000455, -89.53803082499968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,MS,Mississippi,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,12,,"(32.745510099000455, -89.53803082499968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,1,Jan-Mar,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Uninsured or select insurance,No,,No,,No,1,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,2,Apr-Jun,MD,Maryland,Quitline,Services Available,Counseling,Amount of Counseling Offered,Callers ages 18 years and older,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(39.29058096400047, -76.60926011099963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,6,Jan-Jun,AL,Alabama,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,4,,"(32.84057112200048, -86.63186076199969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,2,Apr-Jun,MS,Mississippi,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,12,,"(32.745510099000455, -89.53803082499968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,2,Apr-Jun,IN,Indiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,4,,"(39.766910452000445, -86.14996019399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,2,Apr-Jun,GU,Guam,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Uninsured,No,,No,,No,5,,"(13.444304, 144.793731)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,2,Apr-Jun,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,12 years and older,No,,No,,Yes,Pregnant,No,,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,4,Oct-Dec,KS,Kansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(38.34774030000045, -98.20078122699965)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,6,Jan-Jun,MD,Maryland,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(39.29058096400047, -76.60926011099963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,3,Jul-Sep,TN,Tennessee,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,12,,"(35.68094058000048, -85.77449091399967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,12,Jul-Dec,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,"Bipolar disorder, schizophrenia, or concern that mental health will inhibit quit attempt",Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days or already quit,No,,No,,No,,No,7,Tobacco Cessation Behavioral Health Program (TCBHP),"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Cancer patients,Yes,Resident of state,No,,Yes,Next 30 days or already quit (within the last 30 days),No,,No,,Yes,Cancer patients,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,4,Oct-Dec,VA,Virginia,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(37.54268067400045, -78.45789046299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,4,Oct-Dec,MT,Montana,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,5,,"(47.06652897200047, -109.42442064499971)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,3,Jul-Sep,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,3,Jul-Sep,MS,Mississippi,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(32.745510099000455, -89.53803082499968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,4,Oct-Dec,PR,Puerto Rico,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,12,,"(18.220833, -66.590149)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,3,Jul-Sep,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,CAREAssist members (supplemental insurance for people with HIV/AIDS),Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,CAREAssist members (supplemental insurance for people with HIV/AIDS),No,,No,,No,4,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,NE,Nebraska,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,16 years and older,No,,No,,No,,No,,No,5,,"(41.6410409880005, -99.36572062299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,4,Oct-Dec,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,18 years and older,No,,Yes,Uninsured,No,,No,,No,5,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,3,Jul-Sep,CO,Colorado,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,15 years and older,No,,No,,No,,No,,No,5,,"(38.843840757000464, -106.13361092099967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2020,6,Jan-Jun,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Uninsured; Medicaid; Medicare,Yes,Pregnant,No,,No,10,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,1,Jan-Mar,NE,Nebraska,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,16 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(41.6410409880005, -99.36572062299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,2,Apr-Jun,SC,South Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(33.998821303000454, -81.04537120699968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,2,Apr-Jun,IN,Indiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,4,,"(39.766910452000445, -86.14996019399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,3,Jul-Sep,WY,Wyoming,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,12 years and older,No,,No,,No,,No,,No,5,,"(43.23554134300048, -108.10983035299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,1,Jan-Mar,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,Not ready to quit in the next 30 days,Yes,Resident of state,No,,No,,No,,No,,No,,No,1,,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,1,Jan-Mar,CT,Connecticut,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(41.56266102000046, -72.64984095199964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,2,Apr-Jun,ME,Maine,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,4,,"(45.254228894000505, -68.98503133599962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,12,Jul-Dec,CO,Colorado,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,12 years and older,No,,No,,No,,No,,No,5,,"(38.843840757000464, -106.13361092099967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,NY,New York,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,2,,"(42.82700103200045, -75.54397042699964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,1,Jan-Mar,IN,Indiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(39.766910452000445, -86.14996019399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicare,Yes,Resident of state,No,,Yes,Next 30 days,Yes,Medicare,No,,No,,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,2,Apr-Jun,CT,Connecticut,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(41.56266102000046, -72.64984095199964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,2,Apr-Jun,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Integris employees,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,Yes,Integris employees,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,13 years and older (parental consent required for callers ages 13-17),No,,Yes,Uninsured,No,,No,,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,3,Jul-Sep,SD,South Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Willing to quit within 2 weeks,No,,No,,No,,No,5,,"(44.353130053000484, -100.3735306369997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,3,Jul-Sep,AZ,Arizona,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,Yes,,,"(34.865970280000454, -111.76381127699972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,3,Jul-Sep,GA,Georgia,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(32.83968109300048, -83.62758034599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,3,Jul-Sep,NE,Nebraska,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,16 years and older,No,,No,,Yes,Pregnant,No,,No,10,,"(41.6410409880005, -99.36572062299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,3,Jul-Sep,CT,Connecticut,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(41.56266102000046, -72.64984095199964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,2,Apr-Jun,IA,Iowa,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(42.46940091300047, -93.81649055599968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,3,Jul-Sep,CT,Connecticut,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(41.56266102000046, -72.64984095199964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Not ready to quit in the next 30 days,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,1,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,1,Jan-Mar,AR,Arkansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Postpartum,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant/Postpartum,No,,No,10,,"(34.74865012400045, -92.27449074299966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
